Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review_Count,Average_Rating,Review URL,Google_Maps_URL,Latitude,Longitude,Website,Domain,Opening_hours,Featured_image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel River Garden,"PAP-D-171, Plot No, MIDC Industrial Area, Nerul, Navi Mumbai, Maharashtra 400706",PAP-D-171,Plot No,Hotel,077779 92879,"077779 92879, +91 77779 92879",YES,156,4.8,https://search.google.com/local/reviews?placeid=ChIJ0VZsMgzD5zsRJpPz3swR3Jg&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11014698360252896038,19.0480602,73.0281651,https://hotelriverGarden.co.in/,hotelriverGarden.co.in,,https://lh5.googleusercontent.com/p/AF1QipMGy1L_K5whbt6Dg0YBhOd05LODxYmS1DT4c2UO=w80-h106-k-no,1.10E+19,ChIJ0VZsMgzD5zsRJpPz3swR3Jg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Mahalaxmi,"Yamuna Kunj, Sector-10, New Panvel East, Panvel, Navi Mumbai, Palidevad, Maharashtra 410206","Yamuna Kunj, Sector-10, New Panvel East, Panvel","Navi Mumbai, Palidevad, Maharashtra 410206",Restaurant,082914 99095,"082914 99095, +91 82914 99095",YES,359,3.5,https://search.google.com/local/reviews?placeid=ChIJ5SWo4Fvo5zsRddgop1NE_N8&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16139850290666461301,19.0009214,73.128774,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGN2_P_oD7I4RCyNR-FovLmujiRCE4fEPE6x1W4rgxLhysg9wkkE_8YS6iDfGSffVWSnr_qm8gxYqpbXX-mRwRI90f2kLjJfRZ1fFCvNgV1qKEazzcCQybTgxKd6qe6agd8ygt2FsQALzV50h4FWJ_ZIpe5QewBiJ0THeyZo-2iFcEcY6RfRFN6=w163-h92-k-no,1.61E+19,ChIJ5SWo4Fvo5zsRddgop1NE_N8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibis Navi Mumbai,"D 266, Ttc Industrial Estate, Turbhe, Navi Mumbai, Maharashtra 400705",D 266,"Ttc Industrial Estate, Turbhe",Hotel,022 6157 6666,"022 6157 6666, +91 22 6157 6666",YES,8473,4.3,https://search.google.com/local/reviews?placeid=ChIJuxQC-2jB5zsRoRtBuEp6eVA&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5798800456553667489,19.0679613,73.0198829,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7087&merchantid=seo-maps-IN-7087&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,all.accor.com,,https://lh5.googleusercontent.com/p/AF1QipP_KCue-fs1_cxaZllpsxbiFYQmIin_juuT5ORP=w122-h92-k-no,5.80E+18,ChIJuxQC-2jB5zsRoRtBuEp6eVA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Pearl,"Plot No.65, near Green Garden Hotel, Phase 2, Sector 19A, Vashi, Navi Mumbai, Maharashtra 400705",Plot No.65,near Green Garden Hotel,Hotel,095947 45823,"095947 45823, +91 95947 45823",YES,869,3.4,https://search.google.com/local/reviews?placeid=ChIJJS4ecTzB5zsRgGPI3yF5IHk&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8728109264239354752,19.0824737,73.0114862,http://www.hotelpearlindia.com/,hotelpearlindia.com,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGS-aoeRkYUqcmxtK8eN6-PodmVLa3HmfDy368jeMh_NjQjoSp5X0FUWer75UAWFM5kFxLY6KMfNQpPvGUqQS_kWdIA2_6fZWzHe8fEJ4WokKaVmVfs9S6zRrxkddgM-vdgrS1UZIl93wKE8t7njdqr-EODsUrKcWxLqlLXlQ4Rb3J1drXvyAzPZQ=w138-h92-k-no,8.73E+18,ChIJJS4ecTzB5zsRgGPI3yF5IHk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJSP Seasons Hotel Nerul,"Plot No.45, D.Y.Patil Stadium, Road, Bank Of India Colony, Sector 13, Nerul, Navi Mumbai, Maharashtra 400706",Plot No.45,D.Y.Patil Stadium,Hotel,084549 42800,"084549 42800, +91 84549 42800",NO,422,3.7,https://search.google.com/local/reviews?placeid=ChIJxTRMv0fD5zsRWFOhCwL9w8I&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14034339049043481432,19.0345535,73.0289866,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEAxkBmkKw_U5pXW17mZVffMFp28kPKNIC6U96WAu2-iPvC60n1GlVkgvThWZpRPPQwi1bCwEGbXNQxIzMPo7hSOxhoIVKEbNJ3Nb7hQHvxdGU67TQRZV-r7QWOEkrB9g865sWl99R0Tg59grdXwVO3eNM_pnDFUo8SzdT9cvPHEjkgxPKQUW7m=w108-h92-k-no,1.40E+19,ChIJxTRMv0fD5zsRWFOhCwL9w8I,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Orchid Central Grazia,"Plot No. 67, Palm Beach Rd, Juhu Nagar, Sector 19, Vashi, Navi Mumbai, Maharashtra 400705",Plot No. 67,Palm Beach Rd,Hotel,096198 95458,"096198 95458, +91 96198 95458",YES,3855,3.9,https://search.google.com/local/reviews?placeid=ChIJ4fyebTfB5zsRNZI7RJIxP24&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7944122771984585269,19.0775024,73.0037353,https://www.royalorchidhotels.com/royal-orchid-central-grazia-navi-mumbai/overview,royalorchidhotels.com,,https://lh5.googleusercontent.com/p/AF1QipOSHRU37qh8Yuv52Hb5xWmHgPpCOjKWU3t-ejSX=w138-h92-k-no,7.94E+18,ChIJ4fyebTfB5zsRNZI7RJIxP24,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Apex,"15-A Laxman Commercial Complex, opp. Mafco Mkt, Sector 18, Vashi, Navi Mumbai, Maharashtra 400057",15-A Laxman Commercial Complex,opp. Mafco Mkt,Hotel,022 2788 8421,"022 2788 8421, +91 22 2788 8421",YES,406,3.4,https://search.google.com/local/reviews?placeid=ChIJy4DAsjbB5zsRoZiFjcpX9jI&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3672219073636571297,19.0718997,73.0090653,https://hotelapexindia.com/,hotelapexindia.com,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhECrVcXor7AvBNWt3R96xFOnuK17JPccFIT6koTqdsjouMJ2n-Wc_lo7hP6OA0kj0GHU8_iSWN6Ut8kjoi3AKXq8nQydK4gY8ffdlJ7TShIlY73cn-x-70S_a_9yJpS-aurqCZGA0korMwbpLc8QL5gJO9Y1e3-IXGHDR1MibM2CJbJapxOdprD=w124-h92-k-no,3.67E+18,ChIJy4DAsjbB5zsRoZiFjcpX9jI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Monarch Rabale, Navi Mumbai","PAP P 352 TO PAR, 361, MIDC Industrial Area, Rabale, Navi Mumbai, Maharashtra 400701",PAP P 352 TO PAR,361,Hotel,085912 01720,"085912 01720, +91 85912 01720",YES,705,4.6,https://search.google.com/local/reviews?placeid=ChIJhZmpkJS_5zsRfeDO6j_0YYo&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9971519605334532221,19.137247,73.0037118,https://hotelsmonarch.com/the-monarch/,hotelsmonarch.com,,https://lh5.googleusercontent.com/p/AF1QipOzGtYhGrg_X1PTLS6T3JXWGXU88mpWY8sUtI4K=w138-h92-k-no,9.97E+18,ChIJhZmpkJS_5zsRfeDO6j_0YYo,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Monarch Guestline,"Plot no :, 110 and 111, Thane - Belapur Rd, MIDC Industrial Area, Rabale, Navi Mumbai, Maharashtra 400701","Plot no :, 110 and 111",Thane - Belapur Rd,Restaurant,090049 25249,"090049 25249, +91 90049 25249",YES,919,3.9,https://search.google.com/local/reviews?placeid=ChIJXzdz5ajA5zsRBwlLsLE1wbw&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13601211386918799623,19.1409011,73.0025648,https://hotelsmonarch.com/guestline/,hotelsmonarch.com,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHm7W8Dx0Shre2lbHqBl1ceB_LzzWHcoiLdaxgmND88OlPAa-khgztvnJxHFmJzY3JPQYz_2AMsPEAovMpgoreZHEGOSGTUsRTClFC_klpZfkfH90Q64FNhFin0VA64noJcgz9wsG6aoySL0j2roYm-0GNTVyqay9IWDCmsO_BZcjKD_oOpkgzTUw=w138-h92-k-no,1.36E+19,ChIJXzdz5ajA5zsRBwlLsLE1wbw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotel Mumbai House Airoli, Navi Mumbai","C Wing, Reliable Tech Garden 10th Floor, Airoli, Navi Mumbai, Maharashtra 400708",C Wing,Reliable Tech Garden 10th Floor,Restaurant,072089 15166,"072089 15166, +91 72089 15166",YES,527,4.3,https://search.google.com/local/reviews?placeid=ChIJbwjLvlS_5zsRgxA6B4usuw0&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=989574256259633283,19.1690912,73.0018791,http://mumbaihousehotels.com/airoli_home.html,mumbaihousehotels.com,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGpWZ22t6O4kYFTyxtIumDLLvUGrW_2NOV-PTPyLhhH2rLUZcUef2IptHqzO3RUQ5zYjVc5kGqXb6tMklFtAAg-TXRYkFT3Tmsm-32Kqki3OpcJM0r66dFF2E0eSTrTlJzrumSgZ9VkmfxZyRXzL8-yeVYXKYvMtFz1LLVbaggzwJibuUdsPUmv=w141-h92-k-no,9.90E+17,ChIJbwjLvlS_5zsRgxA6B4usuw0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Yogi Executive,"Plot No 31/A, Sector 22, MAFCO Rd, opposite MAFCO Market, Sector 22, Vashi, Navi Mumbai, Maharashtra 400703",Plot No 31/A,"Sector 22, MAFCO Rd",Hotel,022 6773 6773,"022 6773 6773, +91 22 6773 6773",YES,3959,3.9,https://search.google.com/local/reviews?placeid=ChIJ-8ZY6EbB5zsRF4Esl-pzNcM&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14066276462557430039,19.0708984,73.0094793,http://www.yogihotels.com/,yogihotels.com,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFuqCUFt1NHwSNyEnQCPlLNxBzI551tqSJ3VGEGdtBZbPHPnREQXuDu-B5K3GL_-5B9Aa8LfgpiAjFjaBF3sbo7dqcdZzgy3zyCPYUqmXAlNb8M26bHQDd9NPb2RS0qaPECRG0lCdPIUghiguHYd2FCCh-kvksOS1c7P0ug84YcWq4jTjuXql6T=w138-h92-k-no,1.41E+19,ChIJ-8ZY6EbB5zsRF4Esl-pzNcM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Palm Beach Pride,"Plot No 37, Mahesh Complex Sector 15, HDFC Bank Lane, near Croma - Belapur, CBD Belapur, Navi Mumbai, Maharashtra 400614","Plot No 37, Mahesh Complex Sector 15, HDFC Bank Lane",near Croma - Belapur,Hotel,093212 40899,"093212 40899, +91 93212 40899",YES,331,4,https://search.google.com/local/reviews?placeid=ChIJMSNKi_DD5zsRXQQzYodr3pQ&q=Navi+Mumbai+all+Hotel&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10727129591655367773,19.0096184,73.0320729,,,,https://lh5.googleusercontent.com/p/AF1QipOGvlph8JVZG8vdrwJtQuqr-zenP8rD6VyFjQDT=w163-h92-k-no,1.07E+19,ChIJMSNKi_DD5zsRXQQzYodr3pQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***Aditi Medical,"Shop No.A-2/577/578, Sanpada Station, MAFCO Rd, Sector 21, Turbhe, Navi Mumbai, Maharashtra 400705","Shop No.A-2/577/578, Sanpada Station",MAFCO Rd,Pharmacy,077109 32884,"077109 32884, +91 77109 32884",YES,11,4.9,https://search.google.com/local/reviews?placeid=ChIJh957FUfB5zsRRTh3xHIlVF0&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6725041318423640133,19.072982,73.0095281,,,"Monday:[9 am–10:30 pm], Tuesday:[9 am–10:30 pm], Wednesday:[9 am–10:30 pm], Thursday:[9 am–10:30 pm], Friday:[9 am–10:30 pm], Saturday:[9 am–10:30 pm], Sunday:[9 am–10:30 pm]",https://lh5.googleusercontent.com/p/AF1QipO6LS9G4b3jRlrmkg05Anmvtug5qVTw_o1d9xai=w80-h142-k-no,6.73E+18,ChIJh957FUfB5zsRRTh3xHIlVF0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,
Anmol Medical - Best Pharmacy Store in Navi-Mumbai,"Janai Apartment, Shop No. 6, Plot No. 170, Sector 5, Sanpada, Navi Mumbai, Maharashtra 400703",Janai Apartment,"Shop No. 6, Plot No. 170",Pharmacy,ymGnZrfpM_n2seMPzu7O4A4,,YES,5,5,https://search.google.com/local/reviews?placeid=ChIJ9-yPc2DB5zsRJQzd6yPGYYI&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9395008155254852645,19.103315,73.0077649,https://www.facebook.com/AnmolMedicalNaviMumbai/,facebook.com,"Monday:[9:30 am–11 pm], Tuesday:[9:30 am–11 pm], Wednesday:[9:30 am–11 pm], Thursday:[9:30 am–11 pm], Friday:[9:30 am–11 pm], Saturday:[9:30 am–11 pm], Sunday:[9:30 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMglxvhExptpGDVx-bgcNs2wAZ8PJ-ttIvANbt2=w122-h92-k-no,9.40E+18,ChIJ9-yPc2DB5zsRJQzd6yPGYYI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vcare Medical,"Shop No.7, Trimbak Towers, Plot No. 86, Palm Beach Rd, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614",Shop No.7,Trimbak Towers,Pharmacy,022 4972 0166,"022 4972 0166, +91 22 4972 0166",YES,99,4.7,https://search.google.com/local/reviews?placeid=ChIJQXocsKvD5zsRqbO1su6xkYg&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9840842299539829673,19.011676,73.036817,,,"Monday:[9 am–12 am], Tuesday:[9 am–12 am], Wednesday:[9 am–12 am], Thursday:[9 am–12 am], Friday:[9 am–12 am], Saturday:[9 am–12 am], Sunday:[11:30 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOphs4Z_0YWjlA_KDnmy65ycxtyv_fvnUitJriQ=w122-h92-k-no,9.84E+18,ChIJQXocsKvD5zsRqbO1su6xkYg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREEN MEDS CHEMIST,"Shop No 23 & 24, PLOT NO.- 88, 79 & 80, Green Heritage Cir, Sector 20, Kharghar, Navi Mumbai, Maharashtra 410210",Shop No 23 & 24,PLOT NO.- 88,Pharmacy,081089 90099,"081089 90099, +91 81089 90099",YES,50,4.5,https://search.google.com/local/reviews?placeid=ChIJDUICnAXD5zsRVvPTHJ1Rm4M&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9483263175594079062,19.0527161,73.0709971,http://greenmeds.in/,greenmeds.in,"Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipP3yjs3c9l8raesxI0BSJB13r8e0IuN-O0_H_H8=w138-h92-k-no,9.48E+18,ChIJDUICnAXD5zsRVvPTHJ1Rm4M,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vassu Medical,"B-3, /10/0:3, PLOT NO.1, Juhu Nagar, Sector 15, Vashi, Navi Mumbai, Maharashtra 400703","B-3, /10/0:3",PLOT NO.1,Pharmacy,022 2766 9444,"022 2766 9444, +91 22 2766 9444",YES,37,5,https://search.google.com/local/reviews?placeid=ChIJm053WDHB5zsRGfogBv4_no8&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10348779354001046041,19.0802025,72.9991593,,,"Monday:[9 am–12 am], Tuesday:[9 am–12 am], Wednesday:[9 am–12 am], Thursday:[9 am–12 am], Friday:[9 am–12 am], Saturday:[9 am–12 am], Sunday:[9 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipON5WZjQjw7q3nBrTNtBYsT7C4l-WvtK1DDCPDI=w163-h92-k-no,1.03E+19,ChIJm053WDHB5zsRGfogBv4_no8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satnam Medical And General Store,"Shop Number.8, 19, behind Om Shiv Darshan Apartment, Sector 20, CBD Belapur, Navi Mumbai, Maharashtra 400706",Shop Number.8,19,Pharmacy,090226 83834,"090226 83834, +91 90226 83834",YES,59,4.7,https://search.google.com/local/reviews?placeid=ChIJtdXNnavD5zsRykI1obF3w-4&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17204726606282965706,19.0126031,73.0369765,,,"Monday:[9 am–11 pm], Tuesday:[9 am–11 pm], Wednesday:[9 am–11 pm], Thursday:[9 am–11 pm], Friday:[9 am–11 pm], Saturday:[9 am–11 pm], Sunday:[9 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNjBrtFBql0ETONgKWcSfUsFGf2gtQnDlsJPXG7=w80-h106-k-no,1.72E+19,ChIJtdXNnavD5zsRykI1obF3w-4,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vama Medical Store,"Shop Number.49, Shiv Center Building, Sector 17, Vashi, Navi Mumbai, Maharashtra 400703",Shop Number.49,Shiv Center Building,Pharmacy,099301 52638,"099301 52638, +91 99301 52638",YES,17,4.8,https://search.google.com/local/reviews?placeid=ChIJQ6W3l5nB5zsRuvFFt_L06lg&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6407202743182029242,19.0736072,73.0015115,,,"Monday:[10 am–12 am], Tuesday:[10 am–12 am], Wednesday:[10 am–12 am], Thursday:[10 am–12 am], Friday:[10 am–12 am], Saturday:[10 am–12 am], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipNj8CN_k4tR6phHq1N3kZv4rEufPAJ7R0XyFY_7=w122-h92-k-no,6.41E+18,ChIJQ6W3l5nB5zsRuvFFt_L06lg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prachi Medical & General Stores,"29, Thane - Belapur Rd, Agroli, Sector 29, Turbhe, Mumbai, Navi Mumbai, Maharashtra 400614","29, Thane - Belapur Rd","Agroli, Sector 29, Turbhe",Pharmacy,098196 02676,"098196 02676, +91 98196 02676",NO,2,5,https://search.google.com/local/reviews?placeid=ChIJhQGjcLLD5zsRJGjbDfg_x6E&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11657356495088740388,19.0200895,73.036803,,,"Monday:[8 am–10 pm], Tuesday:[8 am–10 pm], Wednesday:[8 am–10 pm], Thursday:[8 am–10 pm], Friday:[8 am–10 pm], Saturday:[8 am–10 pm], Sunday:[8 am–10 pm]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hkZZqajHcqzEQHSdJ1BVhg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=268.51157&pitch=0&thumbfov=100,1.17E+19,ChIJhQGjcLLD5zsRJGjbDfg_x6E,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medtips medical store,"Shop no 1,plot, Sai Saveli CHS, 22, Sector 19 Rd, Kesar Symphony, Sector-19, Kharghar, kharghar, Navi Mumbai, Maharashtra 410210","Shop no 1,plot",Sai Saveli CHS,Pharmacy,078147 72720,"078147 72720, +91 78147 72720",YES,191,5,https://search.google.com/local/reviews?placeid=ChIJo0r2kNbD5zsRRLPiZHoEwaI&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11727659828374582084,19.0483118,73.0756506,http://medtips.in/,medtips.in,"Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNGuTXyl7GZq_zf3tTtDU3ou7DofDgdd8y91xbb=w80-h106-k-no,1.17E+19,ChIJo0r2kNbD5zsRRLPiZHoEwaI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Medical,"Shop No.2, Plot, NO.53A, Shankar Changu Kanha Thakur Marg, Arunodaya Society, Nerul East, Sector VI, Sarsole, Navi Mumbai, Maharashtra 400706","Shop No.2, Plot","NO.53A, Shankar Changu Kanha Thakur Marg",Pharmacy,084540 94285,"084540 94285, +91 84540 94285",NO,12,4.4,https://search.google.com/local/reviews?placeid=ChIJuz4Q0efD5zsRBsvt_3dAisk&q=navi+mumbai+all+Medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14522490832548645638,19.0407802,73.014501,,,"Monday:[10 am–10 pm], Tuesday:[10 am–10 pm], Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm], Sunday:[10 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNtroeYw1gi_Y4r9KJI1aA5EtZQdlydECbwGa2n=w122-h92-k-no,1.45E+19,ChIJuz4Q0efD5zsRBsvt_3dAisk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
